Track Name,Track Artist,Track Genre,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6
"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)","Sevdaliza, Villano Antillano, Tokischa","['alternative r&b', 'art pop', 'escape room', 'persian electronic']",alternative r&b,art pop,escape room,persian electronic,,
